RecID,year,fn_code,fn_number,cabin_class,DEPARTURE_AIRPORT,ARRIVAL_AIRPORT,Anzahl.Flugsegmente,currencies,EMISSIONS_KGCO2EQ
3797,2019,KG,3712,economy,MISSING,MISSING,1,USD,MISSING
3798,2019,KL,1736,economy,LUX,AMS,2,USD,200
3799,2019,KL,1745,economy,MISSING,MISSING,1,USD,MISSING
3800,2019,KL,1957,economy,AMS,ZRH,2,USD,200
3801,2019,KL,1960,economy,MISSING,MISSING,1,USD,MISSING
3802,2019,LH,713,economy,ICN,FRA,1,USD,1700
3803,2019,LH,5778,economy,MISSING,MISSING,1,USD,MISSING
3804,2019,LX,38,economy,ZRH,SFO,1,USD,1800
3805,2019,LX,39,economy,SFO,ZRH,1,USD,1800
3806,2019,LX,40,economy,MISSING,MISSING,3,USD,MISSING
3807,2019,LX,40,economy,ZRH,LAX,1,USD,1900
3808,2019,LX,41,economy,MISSING,MISSING,2,USD,MISSING
3809,2019,LX,41,economy,LAX,ZRH,1,USD,1900
3810,2019,LX,86,economy,ZRH,YUL,1,USD,1200
3811,2019,LX,87,economy,YUL,ZRH,1,USD,1200
3812,2019,LX,160,economy,ZRH,NRT,1,USD,1900
3813,2019,LX,161,economy,NRT,ZRH,1,USD,1900
3814,2019,LX,176,economy,ZRH,SIN,1,USD,2000
3815,2019,LX,177,economy,SIN,ZRH,2,USD,2000
3816,2019,LX,639,economy,MISSING,MISSING,1,USD,MISSING
3817,2019,LX,1954,economy,ZRH,BCN,1,USD,300
3818,2019,LX,1957,economy,BCN,ZRH,1,USD,300
3819,2019,LX,3559,economy,MISSING,MISSING,1,USD,MISSING
3820,2019,LX,4382,economy,MISSING,MISSING,1,USD,MISSING
3821,2019,LX,9000,economy,ZRH,SIN,1,USD,2000
3822,2019,NH,2152,economy,CTS,NRT,2,USD,300
3823,2019,NH,2153,economy,NRT,CTS,2,USD,300
3824,2019,NH,2176,economy,ITM,NRT,1,USD,200
3825,2019,NH,6751,economy,MISSING,MISSING,2,USD,MISSING
3826,2019,NH,6752,economy,MISSING,MISSING,2,USD,MISSING
3827,2019,OS,567,economy,VIE,ZRH,1,USD,200
3828,2019,OS,568,economy,ZRH,VIE,1,USD,200
3829,2019,QR,3,economy,DOH,LHR,1,USD,1000
3830,2019,QR,895,economy,PEK,DOH,1,USD,1200
3831,2019,U,22045,economy,MISSING,MISSING,2,USD,MISSING
3832,2019,U,22048,economy,MISSING,MISSING,2,USD,MISSING
3833,2019,U,28114,economy,MISSING,MISSING,1,USD,MISSING
3834,2019,U,28117,economy,MISSING,MISSING,1,USD,MISSING
3835,2019,UA,135,economy,ZRH,EWR,1,USD,1200
3836,2019,UA,613,economy,LAX,ORD,1,USD,600
3837,2019,UA,751,economy,EWR,LAX,1,USD,800
3838,2019,UA,1519,economy,EWR,STT,1,USD,600
3839,2019,UA,5205,economy,MISSING,MISSING,1,USD,MISSING
3840,2019,UA,9727,economy,MISSING,MISSING,1,USD,MISSING
3841,2019,VY,6012,economy,BCN,AHO,1,USD,200
3842,2019,VY,6013,economy,MISSING,MISSING,1,USD,MISSING
3843,2019,VY,6246,economy,BCN,ZRH,2,USD,300
3844,2019,VY,6249,economy,ZRH,BCN,2,USD,300
3845,2019,VY,8714,economy,BCN,VIE,1,USD,300
3846,2019,VY,8716,economy,MISSING,MISSING,1,USD,MISSING
3847,2019,VY,8717,economy,MISSING,MISSING,1,USD,MISSING
3848,2019,,,economy,CDG,ZRH,1,USD,200
3849,2019,,,economy,ZRH,CDG,1,USD,200
3850,2019,4B,735,economy,CNY,DEN,1,USD,200
3851,2019,AC,161,economy,YYZ,YVR,1,USD,700
3852,2019,AC,422,economy,YYZ,YUL,1,USD,200
3853,2019,AC,932,economy,MISSING,MISSING,1,USD,MISSING
3854,2019,AC,961,economy,ANU,YYZ,1,USD,700
3855,2019,AC,6159,economy,MISSING,MISSING,1,USD,MISSING
3856,2019,AS,2162,economy,MISSING,MISSING,1,USD,MISSING
3857,2019,AS,2404,economy,MISSING,MISSING,1,USD,MISSING
3858,2019,AS,2574,economy,MISSING,MISSING,1,USD,MISSING
3859,2019,AZ,109,economy,AMS,FCO,1,USD,300
3860,2019,AZ,571,economy,ZRH,FCO,1,USD,200
3861,2019,AZ,572,economy,FCO,ZRH,1,USD,200
3862,2019,AZ,1566,economy,LIN,AHO,1,USD,200
3863,2019,AZ,1572,economy,AHO,FCO,1,USD,200
3864,2019,AZ,1575,economy,FCO,AHO,1,USD,200
3865,2019,AZ,1673,economy,MISSING,MISSING,1,USD,MISSING
3866,2019,BR,812,economy,MFM,TPE,1,USD,300
3867,2019,CX,382,economy,ZRH,HKG,2,USD,1800
3868,2019,CX,383,economy,HKG,ZRH,2,USD,1800
3869,2019,CX,473,economy,TPE,HKG,1,USD,300
3870,2019,CX,479,economy,MISSING,MISSING,1,USD,MISSING
3871,2019,DE,2032,economy,FRA,SEA,1,USD,1600
3872,2019,DE,2933,economy,MISSING,MISSING,1,USD,MISSING
3873,2019,EJU,2858,economy,MISSING,MISSING,3,USD,MISSING
3874,2019,EJU,5862,economy,MISSING,MISSING,1,USD,MISSING
3875,2019,EJU,5863,economy,MISSING,MISSING,1,USD,MISSING
3876,2019,EJU,5868,economy,MISSING,MISSING,1,USD,MISSING
3877,2019,EJU,5873,economy,MISSING,MISSING,1,USD,MISSING
3878,2019,F,9663,economy,MISSING,MISSING,1,USD,MISSING
3879,2019,FR,1077,economy,HAM,EDI,1,USD,300
3880,2019,FR,9218,economy,FMM,AHO,1,USD,300
3881,2019,IG,627,economy,MISSING,MISSING,1,USD,MISSING
3882,2019,KA,486,economy,HKG,TPE,2,USD,300
3883,2019,KL,808,economy,TPE,AMS,1,USD,1800
3884,2019,KL,861,economy,AMS,NRT,1,USD,1800
3885,2019,KL,868,economy,KIX,AMS,1,USD,1800
3886,2019,KL,883,economy,AMS,XMN,1,USD,1800
3887,2019,KL,1545,economy,MISSING,MISSING,1,USD,MISSING
3888,2019,KL,1546,economy,MISSING,MISSING,1,USD,MISSING
3889,2019,KL,1952,economy,ZRH,AMS,1,USD,200
3890,2019,KL,1954,economy,ZRH,AMS,1,USD,200
3891,2019,KL,1958,economy,ZRH,AMS,1,USD,200
3892,2019,KL,1963,economy,AMS,ZRH,1,USD,200
3893,2019,KL,1969,economy,AMS,ZRH,1,USD,200
3894,2019,KL,6009,economy,MISSING,MISSING,1,USD,MISSING
3895,2019,KL,6032,economy,MISSING,MISSING,1,USD,MISSING
3896,2019,LH,446,economy,FRA,DEN,1,USD,1600
3897,2019,LH,447,economy,DEN,FRA,1,USD,1600
3898,2019,LH,723,economy,PEK,MUC,1,USD,1500
3899,2019,LH,1133,economy,BCN,FRA,1,USD,300
3900,2019,LH,1138,economy,FRA,BCN,1,USD,300
3901,2019,LH,1187,economy,ZRH,FRA,1,USD,200
3902,2019,LH,1196,economy,FRA,ZRH,1,USD,200
3903,2019,LH,1197,economy,ZRH,FRA,1,USD,200
3904,2019,LH,1488,economy,FRA,MSQ,2,USD,300
3905,2019,LH,1489,economy,MSQ,FRA,2,USD,300
3906,2019,LH,1581,economy,MISSING,MISSING,1,USD,MISSING
3907,2019,LH,1582,economy,MISSING,MISSING,1,USD,MISSING
3908,2019,LH,5770,economy,MISSING,MISSING,2,USD,MISSING
3909,2019,LH,5777,economy,MISSING,MISSING,2,USD,MISSING
3910,2019,LH,5788,economy,MISSING,MISSING,1,USD,MISSING
3911,2019,LH,5836,economy,MISSING,MISSING,1,USD,MISSING
3912,2019,LH,5843,economy,MISSING,MISSING,1,USD,MISSING
3913,2019,LX,9,economy,ORD,ZRH,1,USD,1400
3914,2019,LX,15,economy,JFK,ZRH,1,USD,1200
3915,2019,LX,16,economy,ZRH,JFK,1,USD,1200
3916,2019,LX,38,economy,ZRH,SFO,1,USD,1800
3917,2019,LX,41,economy,MISSING,MISSING,1,USD,MISSING
3918,2019,LX,196,economy,ZRH,PEK,1,USD,1500
3919,2019,LX,728,economy,ZRH,AMS,1,USD,200
3920,2019,LX,737,economy,AMS,ZRH,1,USD,200
3921,2019,LX,780,economy,ZRH,BRU,3,USD,200
3922,2019,LX,781,economy,BRU,ZRH,1,USD,200
3923,2019,LX,786,economy,ZRH,BRU,1,USD,200
3924,2019,LX,787,economy,BRU,ZRH,1,USD,200
3925,2019,LX,788,economy,ZRH,BRU,2,USD,200
3926,2019,LX,789,economy,BRU,ZRH,3,USD,200
3927,2019,LX,1024,economy,ZRH,DUS,1,USD,200
3928,2019,LX,1025,economy,MISSING,MISSING,1,USD,MISSING
3929,2019,LX,1026,economy,ZRH,DUS,1,USD,200
3930,2019,LX,1027,economy,DUS,ZRH,1,USD,200
3931,2019,LX,1512,economy,ZRH,GRZ,1,USD,200
3932,2019,LX,1513,economy,MISSING,MISSING,1,USD,MISSING
3933,2019,LX,1575,economy,VIE,ZRH,1,USD,200
3934,2019,LX,3218,economy,MISSING,MISSING,1,USD,MISSING
3935,2019,LX,3552,economy,MISSING,MISSING,1,USD,MISSING
3936,2019,LX,8310,economy,MISSING,MISSING,1,USD,MISSING
3937,2019,MF,8681,economy,TSN,XMN,1,USD,400
3938,2019,NH,55,economy,HND,CTS,1,USD,300
3939,2019,NX,9,economy,MISSING,MISSING,1,USD,MISSING
3940,2019,OS,51,economy,VIE,NRT,1,USD,1800
3941,2019,OS,52,economy,NRT,VIE,1,USD,1800
3942,2019,OS,202,economy,DUS,GRZ,1,USD,300
3943,2019,OS,203,economy,GRZ,DUS,1,USD,300
3944,2019,OS,567,economy,VIE,ZRH,1,USD,200
3945,2019,OS,570,economy,MISSING,MISSING,1,USD,MISSING
3946,2019,OS,8556,economy,MISSING,MISSING,1,USD,MISSING
3947,2019,SN,2178,economy,MAN,BRU,1,USD,200
3948,2019,SN,2183,economy,BRU,MAN,1,USD,200
3949,2019,SN,3160,economy,MXP,BRU,1,USD,200
3950,2019,SN,5113,economy,MISSING,MISSING,1,USD,MISSING
3951,2019,U,26918,economy,MISSING,MISSING,2,USD,MISSING
3952,2019,UA,765,economy,ORD,DEN,1,USD,400
3953,2019,UA,3978,economy,MISSING,MISSING,1,USD,MISSING
3954,2019,UA,4545,economy,MISSING,MISSING,1,USD,MISSING
3955,2019,UA,4897,economy,MISSING,MISSING,1,USD,MISSING
3956,2019,UA,9725,economy,MISSING,MISSING,2,USD,MISSING
3957,2019,UA,9726,economy,MISSING,MISSING,1,USD,MISSING
3958,2019,UA,9728,economy,MISSING,MISSING,1,USD,MISSING
3959,2019,AZ,1516,economy,LIN,AHO,1,USD,200
3960,2019,AZ,1601,economy,AHO,LIN,1,USD,200
3961,2019,EJU,2857,economy,MISSING,MISSING,1,USD,MISSING
3962,2019,EJU,2858,economy,MISSING,MISSING,1,USD,MISSING
3963,2019,LX,974,economy,ZRH,TXL,1,USD,200
3964,2019,LX,979,economy,TXL,ZRH,1,USD,200
3965,2019,TP,927,economy,ZRH,LIS,1,USD,400
3966,2019,TP,928,economy,LIS,ZRH,1,USD,400
3967,2019,AC,761,economy,YUL,SFO,1,USD,800
3968,2019,IB,512,economy,MAD,LCG,1,USD,200
3969,2019,IB,523,economy,LCG,MAD,1,USD,200
3970,2019,IB,3475,economy,ZRH,MAD,1,USD,300
3971,2019,IB,3476,economy,MAD,ZRH,1,USD,300
3972,2019,KE,26,economy,SFO,ICN,1,USD,1800
3973,2019,LH,713,economy,ICN,FRA,1,USD,1700
3974,2019,LH,1186,economy,FRA,ZRH,1,USD,200
3975,2019,LH,5778,economy,MISSING,MISSING,1,USD,MISSING
3976,2019,LX,39,economy,SFO,ZRH,1,USD,1800
3977,2019,LX,40,economy,MISSING,MISSING,1,USD,MISSING
3978,2019,LX,86,economy,ZRH,YUL,2,USD,1200
3979,2019,LX,87,economy,YUL,ZRH,1,USD,1200
3980,2019,LX,770,economy,MISSING,MISSING,1,USD,MISSING
3981,2019,LX,977,economy,TXL,ZRH,1,USD,200
3982,2019,LX,1076,economy,ZRH,FRA,1,USD,200
3983,2019,LX,1954,economy,ZRH,BCN,1,USD,300
3984,2019,LX,1957,economy,BCN,ZRH,1,USD,300
3985,2019,UA,5205,economy,MISSING,MISSING,1,USD,MISSING
3986,2018,EY,73,economy,AUH,ZRH,1,USD,900
3987,2018,EY,216,economy,AUH,BLR,1,USD,600
3988,2018,EY,237,economy,BLR,AUH,1,USD,600
3989,2018,LX,814,economy,ZRH,HAJ,1,USD,200
3990,2018,LX,829,economy,HAJ,ZRH,1,USD,200
3991,2018,EI,343,economy,ZRH,DUB,1,USD,300
3992,2018,EI,348,economy,DUB,ZRH,1,USD,300
3993,2018,LX,980,economy,MISSING,MISSING,1,USD,MISSING
3994,2018,LX,983,economy,MISSING,MISSING,1,USD,MISSING
3995,2018,AF,179,economy,MEX,CDG,1,USD,1800
3996,2018,AF,1414,economy,CDG,ZRH,1,USD,200
3997,2018,AF,1615,economy,ZRH,CDG,1,USD,200
3998,2018,AF,1814,economy,CDG,ZRH,1,USD,200
3999,2018,AF,1815,economy,ZRH,CDG,1,USD,200
4000,2018,AF,7756,economy,MISSING,MISSING,1,USD,MISSING
4001,2018,AF,7757,economy,MISSING,MISSING,1,USD,MISSING
4002,2018,AF,8098,economy,MISSING,MISSING,1,USD,MISSING
4003,2018,AF,9954,economy,MISSING,MISSING,1,USD,MISSING
4004,2018,AF,9965,economy,MISSING,MISSING,1,USD,MISSING
4005,2018,BA,715,economy,ZRH,LHR,1,USD,300
4006,2018,BA,720,economy,LHR,ZRH,1,USD,300
4007,2018,GH,269,economy,DME,SIP,1,USD,300
4008,2018,GH,270,economy,SIP,DME,1,USD,300
4009,2018,HA,4,economy,HNL,LAX,1,USD,800
4010,2018,HA,452,economy,SYD,HNL,1,USD,1600
4011,2018,LH,963,economy,EDI,FRA,1,USD,300
4012,2018,LH,1196,economy,FRA,ZRH,1,USD,200
4013,2018,LX,53,economy,BOS,ZRH,1,USD,1200
4014,2018,LX,54,economy,ZRH,BOS,1,USD,1200
4015,2018,LX,633,economy,CDG,ZRH,1,USD,200
4016,2018,LX,656,economy,ZRH,CDG,1,USD,200
4017,2018,LX,1251,economy,ARN,ZRH,1,USD,400
4018,2018,LX,1254,economy,ZRH,ARN,1,USD,400
4019,2018,LX,1310,economy,ZRH,LED,1,USD,400
4020,2018,LX,1311,economy,LED,ZRH,1,USD,400
4021,2018,LX,1324,economy,ZRH,DME,1,USD,500
4022,2018,LX,1327,economy,DME,ZRH,1,USD,500
4023,2018,LX,1953,economy,BCN,ZRH,1,USD,300
4024,2018,LX,1955,economy,BCN,ZRH,2,USD,300
4025,2018,LX,1956,economy,ZRH,BCN,3,USD,300
4026,2018,LX,2027,economy,MAD,ZRH,1,USD,300
4027,2018,LX,2032,economy,ZRH,MAD,1,USD,300
4028,2018,LX,8310,economy,MISSING,MISSING,1,USD,MISSING
4029,2018,LX,8398,economy,MISSING,MISSING,1,USD,MISSING
4030,2018,LX,8399,economy,MISSING,MISSING,1,USD,MISSING
4031,2018,OS,522,economy,VCE,VIE,1,USD,200
4032,2018,OS,563,economy,VIE,ZRH,1,USD,200
4033,2018,OS,833,economy,VIE,VNO,1,USD,300
4034,2018,OS,834,economy,VNO,VIE,1,USD,300
4035,2018,OS,8802,economy,MISSING,MISSING,1,USD,MISSING
4036,2018,SQ,288,economy,CBR,SIN,1,USD,1200
4037,2018,SQ,345,economy,ZRH,SIN,1,USD,2000
4038,2018,SU,1105,economy,KRR,SVO,1,USD,300
4039,2018,SU,2392,economy,SVO,ZRH,1,USD,500
4040,2018,SU,2487,economy,MISSING,MISSING,1,USD,MISSING
4041,2018,UA,47,economy,FRA,IAH,1,USD,1600
4042,2018,UA,52,economy,IAD,ZRH,1,USD,1300
4043,2018,UA,1189,economy,ORD,RSW,1,USD,400
4044,2018,UA,9051,economy,MISSING,MISSING,1,USD,MISSING
4045,2018,UA,9729,economy,MISSING,MISSING,1,USD,MISSING
4046,2018,AF,1401,economy,MAD,CDG,1,USD,300
4047,2018,AF,1414,economy,CDG,ZRH,1,USD,200
4048,2018,AF,1415,economy,ZRH,CDG,1,USD,200
4049,2018,AF,1606,economy,CDG,DUS,1,USD,200
4050,2018,FR,607,economy,MAD,CPH,1,USD,500
4051,2018,FR,2528,economy,MAD,SXF,1,USD,400
4052,2018,FR,3016,economy,CGN,MAD,1,USD,300
4053,2018,IB,3261,economy,MISSING,MISSING,1,USD,MISSING
4054,2018,IB,3464,economy,MAD,ZRH,1,USD,300
4055,2018,IB,3731,economy,MISSING,MISSING,1,USD,MISSING
4056,2018,LH,510,economy,FRA,EZE,1,USD,2300
4057,2018,LH,511,economy,EZE,FRA,1,USD,2300
4058,2018,LH,740,economy,FRA,KIX,1,USD,1800
4059,2018,LH,741,economy,KIX,FRA,1,USD,1800
4060,2018,LX,8,economy,ZRH,ORD,1,USD,1400
4061,2018,LX,19,economy,EWR,ZRH,1,USD,1200
4062,2018,LX,154,economy,ZRH,BOM,1,USD,1300
4063,2018,LX,155,economy,BOM,ZRH,1,USD,1300
4064,2018,LX,160,economy,ZRH,NRT,1,USD,1900
4065,2018,LX,161,economy,NRT,ZRH,1,USD,1900
4066,2018,LX,975,economy,TXL,ZRH,1,USD,200
4067,2018,LX,979,economy,TXL,ZRH,1,USD,200
4068,2018,LX,979,economy,TXL,ZRH,1,USD,200
4069,2018,LX,980,economy,MISSING,MISSING,1,USD,MISSING
4070,2018,LX,980,economy,MISSING,MISSING,1,USD,MISSING
4071,2018,LX,1310,economy,ZRH,LED,1,USD,400
4072,2018,LX,1311,economy,LED,ZRH,1,USD,400
4073,2018,U,23317,economy,MISSING,MISSING,1,USD,MISSING
4074,2018,U,23318,economy,MISSING,MISSING,1,USD,MISSING
4075,2018,UA,230,economy,IAH,LAS,1,USD,400
4076,2018,LX,7,economy,ORD,ZRH,1,USD,1400
4077,2018,LX,18,economy,ZRH,EWR,1,USD,1200
4078,2018,LX,19,economy,EWR,ZRH,1,USD,1200
4079,2018,LX,38,economy,ZRH,SFO,1,USD,1800
4080,2018,LX,92,economy,ZRH,GRU,1,USD,1900
4081,2018,LX,93,economy,GRU,ZRH,1,USD,1900
4082,2018,LX,252,economy,ZRH,TLV,1,USD,600
4083,2018,LX,253,economy,MISSING,MISSING,1,USD,MISSING
4084,2018,LX,645,economy,CDG,ZRH,1,USD,200
4085,2018,LX,1680,economy,MISSING,MISSING,1,USD,MISSING
4086,2018,LX,1681,economy,MISSING,MISSING,1,USD,MISSING
4087,2018,LX,1710,economy,ZRH,NAP,1,USD,300
4088,2018,LX,3218,economy,MISSING,MISSING,3,USD,MISSING
4089,2018,LX,3219,economy,MISSING,MISSING,2,USD,MISSING
4090,2018,LX,3317,economy,MISSING,MISSING,1,USD,MISSING
4091,2018,LX,8310,economy,MISSING,MISSING,1,USD,MISSING
4092,2018,LX,8311,economy,MISSING,MISSING,1,USD,MISSING
4093,2018,LX,8398,economy,MISSING,MISSING,1,USD,MISSING
4094,2018,LX,8399,economy,MISSING,MISSING,1,USD,MISSING
4095,2018,U,24825,economy,MISSING,MISSING,1,USD,MISSING
4096,2018,UA,5988,economy,MISSING,MISSING,1,USD,MISSING
4097,2018,WK,398,economy,ZRH,CTA,1,USD,300
4098,2018,CA,781,economy,PEK,ZRH,1,USD,1500
4099,2018,CA,782,economy,ZRH,PEK,1,USD,1500
4100,2018,DL,9393,economy,MISSING,MISSING,1,USD,MISSING
4101,2018,DL,9396,economy,MISSING,MISSING,1,USD,MISSING
4102,2018,DL,9485,economy,MISSING,MISSING,1,USD,MISSING
4103,2018,DL,9620,economy,MISSING,MISSING,1,USD,MISSING
4104,2018,KL,954,economy,NCL,AMS,1,USD,200
4105,2018,KL,959,economy,AMS,NCL,1,USD,200
4106,2018,KL,1954,economy,ZRH,AMS,1,USD,200
4107,2018,KL,1969,economy,AMS,ZRH,1,USD,200
4108,2018,LH,426,economy,MISSING,MISSING,1,USD,MISSING
4109,2018,LH,427,economy,PHL,FRA,1,USD,1200
4110,2018,LH,1185,economy,ZRH,FRA,1,USD,200
4111,2018,LH,1186,economy,FRA,ZRH,1,USD,200
4112,2018,LX,8,economy,ZRH,ORD,1,USD,1400
4113,2018,LX,9,economy,ORD,ZRH,1,USD,1400
4114,2018,LX,19,economy,EWR,ZRH,1,USD,1200
4115,2018,LX,38,economy,ZRH,SFO,2,USD,1800
4116,2018,LX,39,economy,SFO,ZRH,1,USD,1800
4117,2018,LX,39,economy,SFO,ZRH,1,USD,1800
4118,2018,LX,52,economy,ZRH,BOS,1,USD,1200
4119,2018,LX,574,economy,MISSING,MISSING,1,USD,MISSING
4120,2018,LX,1254,economy,ZRH,ARN,1,USD,400
4121,2018,LX,1255,economy,ARN,ZRH,1,USD,400
4122,2018,LX,1486,economy,ZRH,PRG,1,USD,200
4123,2018,LX,1499,economy,PRG,ZRH,1,USD,200
4124,2018,LX,1675,economy,MISSING,MISSING,1,USD,MISSING
4125,2018,LX,1680,economy,MISSING,MISSING,1,USD,MISSING
4126,2018,LX,1711,economy,NAP,ZRH,1,USD,300
4127,2018,LX,1733,economy,FCO,ZRH,2,USD,200
4128,2018,LX,1736,economy,ZRH,FCO,2,USD,200
4129,2018,LX,1954,economy,ZRH,BCN,1,USD,300
4130,2018,LX,1957,economy,BCN,ZRH,1,USD,300
4131,2018,LX,1958,economy,ZRH,BCN,1,USD,300
4132,2018,LX,1959,economy,BCN,ZRH,1,USD,300
4133,2018,LX,2510,economy,ZRH,PMO,1,USD,300
4134,2018,LX,2511,economy,PMO,ZRH,1,USD,300
4135,2018,SK,345,economy,TRD,OSL,1,USD,200
4136,2018,SK,602,economy,ZRH,CPH,1,USD,300
4137,2018,SK,841,economy,OSL,ZRH,1,USD,400
4138,2018,SK,2882,economy,CPH,TRD,1,USD,300
4139,2018,UA,2047,economy,EWR,BOS,1,USD,200
4140,2018,AF,1115,economy,ZRH,CDG,1,USD,200
4141,2018,AF,1414,economy,CDG,ZRH,2,USD,200
4142,2018,AF,1415,economy,ZRH,CDG,2,USD,200
4143,2018,AF,4730,economy,MISSING,MISSING,1,USD,MISSING
4144,2018,AF,7564,economy,ORY,AJA,1,USD,300
4145,2018,AF,7565,economy,AJA,ORY,2,USD,300
4146,2018,AF,7662,economy,CDG,MRS,1,USD,200
4147,2018,AF,7714,economy,CDG,NCE,1,USD,200
4148,2018,LX,38,economy,ZRH,SFO,1,USD,1800
4149,2018,LX,3209,economy,MISSING,MISSING,1,USD,MISSING
4150,2018,U,21017,economy,MISSING,MISSING,1,USD,MISSING
4151,2018,U,21018,economy,MISSING,MISSING,1,USD,MISSING
4152,2018,U,21716,economy,MISSING,MISSING,1,USD,MISSING
4153,2018,BA,709,economy,ZRH,LHR,1,USD,300
4154,2018,BA,2131,economy,MISSING,MISSING,1,USD,MISSING
4155,2018,BE,1351,economy,BHD,LCY,1,USD,200
4156,2018,LX,339,economy,LHR,ZRH,1,USD,300
4157,2018,LX,1710,economy,ZRH,NAP,1,USD,300
4158,2018,LX,1711,economy,NAP,ZRH,1,USD,300
4159,2018,LX,1583,economy,VIE,ZRH,1,USD,200
4160,2018,LX,3558,economy,MISSING,MISSING,1,USD,MISSING
4161,2018,AA,92,economy,PHL,ZRH,1,USD,1200
4162,2018,AA,93,economy,ZRH,PHL,1,USD,1200
4163,2018,AA,745,economy,BCN,CLT,1,USD,1400
4164,2018,AA,781,economy,PHL,LAX,1,USD,800
4165,2018,AC,1943,economy,MISSING,MISSING,1,USD,MISSING
4166,2018,AY,1512,economy,ZRH,HEL,2,USD,400
4167,2018,AY,1513,economy,MISSING,MISSING,2,USD,MISSING
4168,2018,EI,343,economy,ZRH,DUB,1,USD,300
4169,2018,LH,730,economy,MUC,HKG,1,USD,1800
4170,2018,LH,731,economy,HKG,MUC,1,USD,1800
4171,2018,LH,757,economy,BOM,FRA,1,USD,1300
4172,2018,LH,2366,economy,MUC,ZRH,1,USD,200
4173,2018,LH,2373,economy,ZRH,MUC,1,USD,200
4174,2018,LH,5770,economy,MISSING,MISSING,1,USD,MISSING
4175,2018,LX,92,economy,ZRH,GRU,1,USD,1900
4176,2018,LX,93,economy,GRU,ZRH,1,USD,1900
4177,2018,LX,154,economy,ZRH,BOM,1,USD,1300
4178,2018,LX,400,economy,ZRH,DUB,1,USD,300
4179,2018,LX,401,economy,DUB,ZRH,2,USD,300
4180,2018,TK,1907,economy,IST,ZRH,1,USD,400
4181,2018,TK,1908,economy,ZRH,IST,2,USD,400
4182,2018,TK,1908,economy,ZRH,IST,1,USD,400
4183,2018,TK,1909,economy,IST,ZRH,1,USD,400
4184,2018,TK,1975,economy,IST,DUB,1,USD,600
4185,2018,TK,2143,economy,ESB,IST,1,USD,200
4186,2018,TK,2174,economy,IST,ESB,2,USD,200
4187,2018,TK,2174,economy,IST,ESB,1,USD,200
4188,2018,TK,7243,economy,ESB,SAW,1,USD,200
4189,2018,TK,7243,economy,ESB,SAW,1,USD,200
4190,2018,UA,8667,economy,MISSING,MISSING,1,USD,MISSING
4191,2018,,,economy,LTN,SBZ,1,USD,400
4192,2018,B,2851,economy,MISSING,MISSING,1,USD,MISSING
4193,2018,BA,715,economy,ZRH,LHR,1,USD,300
4194,2018,BA,716,economy,LHR,ZRH,1,USD,300
4195,2018,KL,1954,economy,ZRH,AMS,1,USD,200
4196,2018,KL,3087,economy,MISSING,MISSING,1,USD,MISSING
4197,2018,LX,967,economy,TXL,ZRH,1,USD,200
4198,2018,LX,968,economy,ZRH,TXL,1,USD,200
4199,2018,LX,1310,economy,ZRH,LED,1,USD,400
4200,2018,LX,1311,economy,LED,ZRH,1,USD,400
4201,2018,LX,1579,economy,VIE,ZRH,1,USD,200
4202,2018,LX,3555,economy,MISSING,MISSING,1,USD,MISSING
4203,2018,OS,565,economy,VIE,ZRH,1,USD,200
4204,2018,OS,570,economy,MISSING,MISSING,1,USD,MISSING
4205,2018,AF,1411,economy,HAM,CDG,1,USD,200
4206,2018,AF,1610,economy,CDG,HAM,1,USD,200
4207,2018,EW,1881,economy,MISSING,MISSING,1,USD,MISSING
4208,2018,EW,9361,economy,GLA,DUS,1,USD,300
4209,2018,EW,9768,economy,MISSING,MISSING,1,USD,MISSING
4210,2018,LH,2266,economy,MISSING,MISSING,1,USD,MISSING
4211,2018,LX,252,economy,ZRH,TLV,1,USD,600
4212,2018,LX,253,economy,MISSING,MISSING,1,USD,MISSING
4213,2018,LX,424,economy,MISSING,MISSING,1,USD,MISSING
4214,2018,LX,450,economy,ZRH,LCY,1,USD,200
4215,2018,LX,451,economy,LCY,ZRH,1,USD,200
4216,2018,EY,73,economy,AUH,ZRH,1,USD,900
4217,2018,EY,74,economy,ZRH,AUH,1,USD,900
4218,2018,EY,451,economy,SYD,AUH,1,USD,2400
4219,2018,EY,454,economy,AUH,SYD,1,USD,2400
4220,2018,LH,829,economy,CPH,FRA,1,USD,200
4221,2018,LH,6081,economy,MISSING,MISSING,1,USD,MISSING
4222,2018,LX,574,economy,MISSING,MISSING,1,USD,MISSING
4223,2018,LX,1248,economy,ZRH,ARN,1,USD,400
4224,2018,LX,1251,economy,ARN,ZRH,1,USD,400
4225,2018,LX,1251,economy,ARN,ZRH,1,USD,400
4226,2018,LX,1254,economy,ZRH,ARN,1,USD,400
4227,2018,LX,1267,economy,CPH,ZRH,2,USD,300
4228,2018,LX,1270,economy,ZRH,CPH,3,USD,300
4229,2018,LX,1884,economy,ZRH,OTP,1,USD,300
4230,2018,LX,1885,economy,OTP,ZRH,1,USD,300
4231,2018,LX,3218,economy,MISSING,MISSING,2,USD,MISSING
4232,2018,LX,3219,economy,MISSING,MISSING,2,USD,MISSING
4233,2018,LX,8003,economy,MISSING,MISSING,1,USD,MISSING
4234,2018,LX,8016,economy,MISSING,MISSING,1,USD,MISSING
